pair_id	log_read_support	sample_count	is_interchromosomal	log_genomic_distance	hic_feature
Polrmt:Rplp2	0.6931471805599453		1	0.0	1.7889503275332892
Por:Ctsl	0.6931471805599453		1	0.0	0.8319190937712836
Ppard:Mapk14	0.6931471805599453		0	12.873532719154134	2.9465946585110165
Pphln1:Phf20l1	0.6931471805599453		0	17.103031721937043	0.8309619893684529
Ppm1b:Gbp5	0.6931471805599453		1	0.0	0.9284211141893436
Ppm1h:Idnk	0.6931471805599453		1	0.0	0.4990424150675428
Ppp2r5c:Ddx24	0.6931471805599453		0	15.764482586108478	0.3579559070404075
Ppp3cb:Pirb	0.6931471805599453		1	0.0	
Prcc:Pmvk	0.6931471805599453		0	14.265906965820852	2.172019442345807
Prkn:Tnfrsf21	0.6931471805599453		0	17.250954732810513	0.35643121976268244
Prmt9:Arhgap10	0.6931471805599453		0	10.355995266977605	
Prpf39:Mrps9	0.6931471805599453		1	0.0	0.6519840818488091
Prrc2a:Lilr4b	0.6931471805599453		1	0.0	1.081436150875346
Psap:Lgals3	1.9459101490553132		1	0.0	1.3845197904995703
Psap:Tspan3	0.6931471805599453		1	0.0	1.3566434545610822
Psmb1:Nmt2	0.6931471805599453		1	0.0	
Psmc2:Pmpcb	0.6931471805599453		0	10.244662997427909	1.6418532351064128
Psmc3:Rnf38	0.6931471805599453		1	0.0	
Pspc1:9430038I01Rik	0.6931471805599453		1	0.0	-0.0003258574653341719
Pspc1:Micu2	0.6931471805599453		0	13.944735440872952	1.5731140460243878
Pstpip1:Lix1l	0.6931471805599453		1	0.0	1.5478325698079223
Ptafr:Oas1g	0.6931471805599453		1	0.0	1.9356827953251161
Ptbp3:Dtnbp1	0.6931471805599453		1	0.0	0.8966253886180375
Pten:Pik3ap1	0.6931471805599453		0	15.950535447329464	0.5497010624032715
Ptma:Cox17	0.6931471805599453		1	0.0	1.1499938026009393
Ptpn6:Ptms	0.6931471805599453		0	12.072358379042388	
Ptprj:1110051M20Rik	0.6931471805599453		0	13.450836563899568	1.3180522924220428
Ptprj:Tlcd2	0.6931471805599453		1	0.0	0.9024986984173579
Pxk:Elf1	0.6931471805599453		0	17.99522320743693	1.2208194901118046
Rab11a:Cul1	0.6931471805599453		1	0.0	1.670952010849313
Rab21:Wdr37	0.6931471805599453		1	0.0	0.8769515412049661
Rab31:Ppp4r1	0.6931471805599453		0	9.19238004659919	
Rab8b:Ythdf3	0.6931471805599453		1	0.0	1.0325185805330983
Rac1:Reep5	0.6931471805599453		1	0.0	0.7270602416138373
Ralb:Lypla1	0.6931471805599453		0	18.555905478314177	
Rasa1:Ahnak	0.6931471805599453		1	0.0	1.0277825258942428
Rasa3:Rab20	0.6931471805599453		0	14.55183168503574	0.8747199581396626
Rb1:Itm2b	1.3862943611198906		0	10.502461406828811	3.352846505972375
Rbks:Babam2	0.6931471805599453		0	4.060443010546419	3.038126142681772
Rbks:Fam193a	0.6931471805599453		0	14.798452702248305	1.25561128790871
Rbl1:Hnrnpdl	0.6931471805599453		1	0.0	1.1058494380249322
Rcbtb2:Itm2b	0.6931471805599453		0	11.947198284260166	3.352846505972375
Reep5:Ctnnbl1	0.6931471805599453		1	0.0	1.7127645464580543
Reps1:Arhgap18	0.6931471805599453		0	15.970582974093247	0.5549635286000183
Rftn1:Tgif1	0.6931471805599453		0	16.84339530611673	0.8331332768323347
Rhbdd1:Mrps9	0.6931471805599453		0	17.487989531412516	0.8792529973823193
Ric1:Ppcdc	0.6931471805599453		1	0.0	1.2372516038017012
Rmdn1:Kras	0.6931471805599453		1	0.0	1.0543156555208733
Rnaseh2b:Cd84	0.6931471805599453		1	0.0	1.8250242840184558
Rnf130:Abhd12	0.6931471805599453		1	0.0	0.8310149103944566
Rnf130:Dynll2	0.6931471805599453		0	17.4492420876141	1.3612462521427755
Rnf130:Plcl2	0.6931471805599453		1	0.0	0.7071896976928651
Rnf41:Rbms2	0.6931471805599453		0	12.351734540211522	
Rsrp1:Tor1aip2	0.6931471805599453		1	0.0	1.390650381375919
Rsu1:Mllt10	0.6931471805599453		0	15.380750575600391	0.4422184094964243
Rtf1:Rmdn3	0.6931471805599453		0	13.157798086526602	1.6220915194876653
Rtraf:Psmb2	0.6931471805599453		1	0.0	1.2456409496906333
Rufy3:Grsf1	0.6931471805599453		0	8.994296557777195	
Runx1:Mrps6	0.6931471805599453		0	13.1006084456013	2.004515343887161
Runx1:Ubac2	0.6931471805599453		1	0.0	0.6767636002800661
Sbds:Guf1	0.6931471805599453		0	17.91883562447411	0.11244185173837692
Sbno1:Rhog	0.6931471805599453		1	0.0	2.2335624111187693
Scd2:Wdr26	0.6931471805599453		1	0.0	1.4245690387123195
Sdf2:Rab8a	0.6931471805599453		1	0.0	2.138742402543547
Sec22b:Rap1a	0.6931471805599453		0	15.870145955609289	0.8737553858521698
Sema4d:Aldoa	0.6931471805599453		1	0.0	1.9128056650738399
Septin7:Tmem120a	0.6931471805599453		1	0.0	0.9261866948628062
Sf3b1:Fpr2	0.6931471805599453		1	0.0	0.8774460550623634
Sf3b1:Gpnmb	0.6931471805599453		1	0.0	1.0523823619483543
Sh3bp2:Tnip2	0.6931471805599453		0	9.379914355947635	
Sh3bp5:Dnajc15	0.6931471805599453		0	17.66353008842545	0.8630805034959995
Sh3gl1:Nnt	0.6931471805599453		1	0.0	
Sh3pxd2b:Rab2a	0.6931471805599453		1	0.0	0.5250364043274258
Sh3tc1:C1qb	0.6931471805599453		1	0.0	1.0047984056314743
Slc16a10:Rpf2	0.6931471805599453		0	11.30206862196345	2.6178450439236496
Slc16a10:Tpd52	0.6931471805599453		1	0.0	1.3099199834744182
Slc17a5:Ifi204	0.6931471805599453		1	0.0	1.4289436159802653
Slc23a2:Ppp1r1c	0.6931471805599453		0	17.771465794508416	1.0386938213215375
Slc25a13:Sem1	1.0986122886681098		0	12.737059655759989	1.8487703152153543
Slc25a39:Nup88	0.6931471805599453		0	17.26336926800348	0.743596781076604
Slc28a2:Eml4	0.6931471805599453		1	0.0	0.5232817592765624
